i_ano_compt;i_mes_compt;i_desc_car_int_atend;i_desc_complex_proc;i_desc_estab_cnes;i_desc_proc_realizado;i_qtd;id
2022;4;Eletivo;Média complexidade;9621709 - Policlínica II Taguatinga;0407010254 - RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA;8;19378
2022;9;Eletivo;Alta complexidade;0010510 - HUB;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;1;20723
2022;7;Urgência;Média complexidade;0010529 - HRPl;0408020202 - REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO;1;20155
2022;1;Eletivo;Média complexidade;0010499 - HRT;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;2;18405
2022;10;BPA-C;Atenção Básica;9676473 - CEO - Ceilândia I;0414020120 - EXODONTIA DE DENTE DECÍDUO;2;21172
2022;11;BPA-C;Atenção Básica;9578560 - CEO 11 - Ceilândia;0414020120 - EXODONTIA DE DENTE DECÍDUO;5;21438
2022;10;BPA-C;Atenção Básica;7592477 - UPA Sobradinho;0414020138 - EXODONTIA DE DENTE PERMANENTE;6;21131
2022;6;Eletivo;Alta complexidade;9967486 - IBRANE;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;1;20048
2022;3;Eletivo;Média complexidade;0010472 - HRG;0407010254 - RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA;16;18912
2022;12;Urgência;Atenção Básica;5717515 - HRSM;0414020138 - EXODONTIA DE DENTE PERMANENTE;15;21690
2022;12;Eletivo;Média complexidade;0010510 - HUB;0405010184 - TRATAMENTO CIRURGICO DE BLEFAROCALASE;1;21609
2022;10;BPA-C;Atenção Básica;9764860 - CEO - Gama;0414020120 - EXODONTIA DE DENTE DECÍDUO;1;21195
2022;7;Eletivo;Alta complexidade;0010510 - HUB;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;1;20129
2022;5;Eletivo;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414010256 - TRATAMENTO CIRÚRGICO DE FÍSTULA ORO-SINUSAL / ORO-NASAL;1;19707
2022;10;Eletivo;Alta complexidade;0010499 - HRT;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;103;20992
2022;2;Eletivo;Média complexidade;0010456 - HBDF;0405030053 - INJECAO INTRA-VITREO;34;18614
2022;8;BPA-C;Média complexidade;9621709 - Policlínica II Taguatinga;0407010319 - TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO;2;20571
2022;11;BPA-C;Atenção Básica;9772243 - CEO - Paranoá;0414020120 - EXODONTIA DE DENTE DECÍDUO;1;21500
2022;12;BPA-C;Atenção Básica;0011347 - Adolescentro;0414020120 - EXODONTIA DE DENTE DECÍDUO;3;21642
2022;11;BPA-C;Média complexidade;9778144 - Policlínica Asa Norte;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;33;21510
2022;12;Eletivo;Média complexidade;9621709 - Policlínica II Taguatinga;0407010254 - RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA;4;21753
2022;4;Eletivo;Média complexidade;0010510 - HUB;0405050097 - FACECTOMIA C/ IMPLANTE DE LENTE INTRA-OCULAR;3;19256
2022;9;Eletivo;Atenção Básica;0010537 - HMIB;0414020120 - EXODONTIA DE DENTE DECÍDUO;13;20759
2022;1;BPA-C;Atenção Básica;2649527 - HAB;0414020120 - EXODONTIA DE DENTE DECÍDUO;15;18472
2022;12;BPA-C;Média complexidade;9622918 - CEO - Taguatinga;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;1;21767
2022;2;Eletivo;Média complexidade;3055450 - CBV;0405050020 - CAPSULOTOMIA A YAG LASER;4;18741
2022;9;Eletivo;Alta complexidade;7929129 - Clinica de Olhos Dr João Eugenio;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;13;20836
2022;4;Eletivo;Alta complexidade;7491484 - CNRV;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;2;19343
2022;9;BPA-C;Média complexidade;9778136 - CEO - Asa Norte;0414020073 - CURETAGEM PERIAPICAL;1;20913
2022;2;Eletivo;Média complexidade;9578560 - CEO-Ceilândia II;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;1;18788
2022;1;BPA-C;Média complexidade;9676473 - CEO-Ceilândia I;0414020073 - CURETAGEM PERIAPICAL;3;18556
2022;2;BPA-C;Média complexidade;0010464 - HRAN;0409060097 - EXERESE DE POLIPO DE UTERO;1;18628
2022;8;BPA-C;Média complexidade;9778136 - CEO - Asa Norte;0414020200 - MARSUPIALIZAÇÃO DE CISTOS E PSEUDOCISTOS;1;20638
2022;7;BPA-C;Atenção Básica;9578560 - CEO 11 - Ceilândia;0414020359 - TRATAMENTO CIRÚRGICO DE HEMORRAGIA BUCO-DENTAL;1;20236
2022;10;BPA-C;Média complexidade;2649527 - HAB;0414020154 - GENGIVECTOMIA (POR SEXTANTE);3;21068
2022;10;BPA-C;Média complexidade;0010464 - HRAN;0411010069 - RESSUTURA DE EPISIORRAFIA POS-PARTO;1;20973
2022;1;BPA-C;Média complexidade;0010456 - HBDF;0404020674 - RECONSTRUÇÃO PARCIAL DO LÁBIO TRAUMATIZADO;2;18339
2022;9;Eletivo;Alta complexidade;0010464 - HRAN;0413010031 - CURATIVO EM GRANDE QUEIMADO;152;20680
2022;10;Eletivo;Alta complexidade;0010502 - HRS;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;1;21012
2022;1;Eletivo;Média complexidade;5717515 - HRSM;0406020620 - RETIRADA DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTÁVEL;1;18494
2022;3;Eletivo;Média complexidade;5717515 - HRSM;0408020202 - REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO;1;19035
2022;3;BPA-C;Média complexidade;9690735 - CEO-Planaltina;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;34;19121
2022;3;Eletivo;Média complexidade;0010456 - HBDF;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;4;18876
2022;2;Eletivo;Alta complexidade;3224228 - Renal Care;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;5;18745
2022;5;Eletivo;Média complexidade;0010464 - HRAN;0409070122 - DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE;1;19495
2022;6;Eletivo;Média complexidade;3055450 - CBV;0405030150 - VITRIOLISE A YAG LASER;2;19924
2022;7;BPA-C;Média complexidade;9621709 - Policlínica II Taguatinga;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;115;20251
2022;9;Eletivo;Alta complexidade;3459918 - Nephron Brasília;0418020019 - INTERVENCAO EM FISTULA ARTERIO-VENOSA;1;20806
2022;11;Eletivo;Média complexidade;0010464 - HRAN;0409050083 - POSTECTOMIA;20;21274
2022;5;BPA-C;Média complexidade;0010456 - HBDF;0404010369 - TIMPANOTOMIA P/ TUBO DE VENTILACAO;1;19446
2022;8;Eletivo;Média complexidade;0010537 - HMIB;0414020057 - CORREÇÃO DE IRREGULARIDADES DE REBORDO ALVEOLAR;198;20471
2022;5;Eletivo;Média complexidade;9778136 - CEO - Asa Norte;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;1;19755
2022;6;Eletivo;Média complexidade;0010510 - HUB;0414020090 - ENXERTO ÓSSEO DE ÁREA DOADORA INTRABUCAL;5;19873
2022;1;BPA-C;Média complexidade;0010464 - HRAN;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;9;18371
2022;12;BPA-C;Média complexidade;9715797 - CEO - Guará;0414020073 - CURETAGEM PERIAPICAL;21;21791
2022;9;BPA-C;Média complexidade;0010456 - HBDF;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;2;20665
2022;6;BPA-C;Média complexidade;0010472 - HRG;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;18;19824
2022;7;BPA-C;Atenção Básica;2649527 - HAB;0414020405 - ULOTOMIA/ULECTOMIA;1;20176
2022;5;Eletivo;Alta complexidade;0010464 - HRAN;0413010031 - CURATIVO EM GRANDE QUEIMADO;104;19478
2022;1;Eletivo;Média complexidade;0010456 - HBDF;0405030070 - RETINOPEXIA C/ INTROFLEXAO ESCLERAL;1;18361
2022;6;BPA-C;Média complexidade;9621709 - Policlínica II Taguatinga;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;124;19987
2022;4;Eletivo;Alta complexidade;0010502 - HRS;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;2;19237
2022;3;Eletivo;Média complexidade;5717515 - HRSM;0408060352 - RETIRADA DE FIO OU PINO INTRA-ÓSSEO;10;19038
2022;11;Eletivo;Média complexidade;5717515 - HRSM;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;47;21407
2022;10;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;4;21204
2022;5;BPA-C;Média complexidade;6876617 - HCB;0408060654 - TRATAMENTO CIRÚRGICO DE POLIDACTILIA NÃO ARTICULADA;4;19649
2022;2;BPA-C;Média complexidade;9578560 - CEO-Ceilândia II;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);30;18786
2022;10;BPA-C;Média complexidade;6876617 - HCB;0408060654 - TRATAMENTO CIRÚRGICO DE POLIDACTILIA NÃO ARTICULADA;1;21122
2022;2;BPA-C;Média complexidade;9622918 - CEO-Taguatinga;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);139;18803
2022;6;BPA-C;Atenção Básica;0010766 - CEO - 712 912 Sul;0414020120 - EXODONTIA DE DENTE DECÍDUO;3;19903
2022;5;Urgência;Média complexidade;0010529 - HRPl;0408020229 - REDUÇÃO INCRUENTA DE LUXAÇÃO / FRATURA-LUXAÇÃO DO COTOVELO;1;19575
2022;5;Eletivo;Alta complexidade;7491484 - Renal Vida;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;2;19659
2022;2;Eletivo;Média complexidade;0010456 - HBDF;0408020202 - REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO;1;18621
2022;2;BPA-C;Atenção Básica;0010464 - HRAN;0413010023 - ATENDIMENTO DE URGÊNCIA EM PEQUENO QUEIMADO;21;18625
2022;8;BPA-C;Média complexidade;0010464 - HRAN;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;2;20375
2022;12;Eletivo;Média complexidade;0010510 - HUB;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;3;21613
2022;10;BPA-C;Média complexidade;0010499 - HRT;0405050070 - CORRECAO CIRURGICA DE HERNIA DE IRIS;1;21004
2022;1;Eletivo;Alta complexidade;0010499 - HRT;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;24;18391
2022;1;Eletivo;Média complexidade;0010537 - HMIB;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);24;18455
2022;12;BPA-C;Média complexidade;0010464 - HRAN;0409050059 - LIBERACAO / PLASTIA DE PREPUCIO;1;21563
2022;9;Eletivo;Alta complexidade;2779366 - Oftalmed Matriz;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;40;20784
2022;11;Eletivo;Alta complexidade;3224228 - Renal Care;0418020035 - RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA;3;21384
2022;2;Urgência;Média complexidade;0010529 - HRPl;0408050195 - REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE;1;18703
2022;12;BPA-C;Média complexidade;9715797 - CEO - Guará;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);3;21793
2022;9;Eletivo;Média complexidade;0010456 - HBDF;0408060352 - RETIRADA DE FIO OU PINO INTRA-ÓSSEO;2;20678
2022;8;Eletivo;Atenção Básica;5717515 - HRSM;0414020120 - EXODONTIA DE DENTE DECÍDUO;1;20511
2022;12;BPA-C;Atenção Básica;9772243 - CEO - Paranoá;0414020120 - EXODONTIA DE DENTE DECÍDUO;7;21800
2022;10;BPA-C;Média complexidade;9778136 - CEO - Asa Norte;0414020081 - ENXERTO GENGIVAL;4;21210
2022;2;Eletivo;Média complexidade;0010456 - HBDF;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;5;18611
2022;6;Eletivo;Média complexidade;0010472 - HRG;0405050089 - EXERESE DE TUMOR DE CONJUNTIVA;1;19825
2022;7;BPA-C;Média complexidade;0010456 - HBDF;0404010369 - TIMPANOTOMIA P/ TUBO DE VENTILACAO;2;20054
2022;8;Eletivo;Média complexidade;0010456 - HBDF;0404010342 - TAMPONAMENTO NASAL ANTERIOR E/OU POSTERIOR;2;20345
2022;4;BPA-C;Média complexidade;9622918 - CEO-Taguatinga;0414020081 - ENXERTO GENGIVAL;2;19385
2022;10;Eletivo;Alta complexidade;0010456 - HBDF;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;4;20924
2022;9;BPA-C;Média complexidade;0010529 - HRPl;0415040043 - DEBRIDAMENTO DE ULCERA / NECROSE;5;20751
2022;2;Eletivo;Alta complexidade;0010464 - HRAN;0409010111 - DILATACAO PERCUTANEA DE ESTENOSES URETERAIS E JUNCAO URETERO-VESICAL;1;18623
2022;12;Eletivo;Atenção Básica;0010510 - HUB;0414020430 - EXODONTIA DE DENTE SUPRANUMERÁRIO;3;21604
2022;12;Eletivo;Média complexidade;0010456 - HBDF;0405030053 - INJECAO INTRA-VITREO;84;21542
2022;5;BPA-C;Média complexidade;9578560 - CEO 11 - Ceilândia;0414020154 - GENGIVECTOMIA (POR SEXTANTE);2;19684
2022;10;BPA-C;Média complexidade;0010499 - HRT;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;33;21006
2022;11;Eletivo;Média complexidade;0010502 - HRS;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;1;21308
2022;2;BPA-C;Média complexidade;9676473 - CEO-Ceilândia I;0414020073 - CURETAGEM PERIAPICAL;10;18808
2022;7;Urgência;Média complexidade;0010529 - HRPl;0408020156 - REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA DE COTOVELO;1;20153
2022;12;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);9;21762
2022;10;Eletivo;Média complexidade;3055450 - CBV;0405030096 - SUTURA DE ESCLERA;12;21078
2022;3;Eletivo;Alta complexidade;2779420 - Soclimed;0418010013 - CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTIA DE POLITETRAFLUORETILENO (PTFE);1;19014
2022;8;Eletivo;Média complexidade;0010456 - HBDF;0405030223 - REMOÇÃO DE ÓLEO DE SILICONE;3;20356
2022;9;BPA-C;Média complexidade;0010456 - HBDF;0405010168 - SONDAGEM DE VIAS LACRIMAIS;1;20658
2022;10;BPA-C;Atenção Básica;9578560 - CEO 11 - Ceilândia;0414020138 - EXODONTIA DE DENTE PERMANENTE;49;21138
2022;6;Eletivo;Média complexidade;0010456 - HBDF;0405010176 - SUTURA DE PALPEBRAS;2;19785
2022;9;Eletivo;Média complexidade;3055450 - CBV;0405030096 - SUTURA DE ESCLERA;29;20793
2022;11;BPA-C;Atenção Básica;2645157 - HRL;0413010023 - ATENDIMENTO DE URGÊNCIA EM PEQUENO QUEIMADO;1;21358
2022;8;Eletivo;Alta complexidade;2779420 - Davita NEFRO Asa Sul;0418020035 - RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA;1;20494
2022;4;BPA-C;Média complexidade;6876617 - HCB;0408060654 - TRATAMENTO CIRÚRGICO DE POLIDACTILIA NÃO ARTICULADA;2;19337
2022;9;Eletivo;Média complexidade;0010456 - HBDF;0405030053 - INJECAO INTRA-VITREO;77;20674
2022;4;BPA-C;Média complexidade;9578560 - CEO-Ceilândia II;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;19;19367
2022;11;Eletivo;Média complexidade;0010510 - HUB;0409050083 - POSTECTOMIA;1;21326
2022;4;BPA-C;Média complexidade;0010456 - HBDF;0414020243 - REIMPLANTE E TRANSPLANTE DENTAL (POR ELEMENTO);5;19171
2022;9;BPA-C;Média complexidade;9778144 - Policlínica Asa Norte;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;24;20916
2022;7;Eletivo;Média complexidade;3055450 - CBV;0405030096 - SUTURA DE ESCLERA;27;20182
2022;3;BPA-C;Atenção Básica;9516212 - Policlínica Paranoá;0413010023 - ATENDIMENTO DE URGÊNCIA EM PEQUENO QUEIMADO;2;19059
2022;1;Eletivo;Alta complexidade;3224228 - Renal Care;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;1;18489
2022;6;BPA-C;Média complexidade;9778136 - CEO - Asa Norte;0414020022 - APICECTOMIA COM OU SEM OBTURAÇÃO RETRÓGRADA;2;20042
2022;8;BPA-C;Média complexidade;9764860 - CEO - Gama;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);40;20628
2022;10;Eletivo;Média complexidade;0010537 - HMIB;0404020623 - RETIRADA DE MATERIAL DE SÍNTESE ÓSSEA / DENTÁRIA;5;21047
2022;6;Eletivo;Alta complexidade;0010464 - HRAN;0413010031 - CURATIVO EM GRANDE QUEIMADO;96;19799
2022;12;Eletivo;Média complexidade;9715797 - CEO - Guará;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;2;21795
2022;2;Urgência;Média complexidade;0010529 - HRPl;0409070122 - DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE;6;18705
2022;11;Eletivo;Média complexidade;5717515 - HRSM;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);5;21409
2022;1;Eletivo;Média complexidade;0010456 - HBDF;0405010192 - TRATAMENTO CIRURGICO DE TRIQUIASE C/ OU S/ ENXERTO;2;18359
2022;11;BPA-C;Atenção Básica;7592477 - UPA Sobradinho;0414020138 - EXODONTIA DE DENTE PERMANENTE;5;21431
2022;6;Eletivo;Média complexidade;0010510 - HUB;0414020154 - GENGIVECTOMIA (POR SEXTANTE);1;19875
2022;12;Urgência;Alta complexidade;0010502 - HRS;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;2;21595
2022;3;BPA-C;Média complexidade;9715797 - CEO-Guará;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);32;19130
2022;5;BPA-C;Atenção Básica;5717515 - HRSM;0414020138 - EXODONTIA DE DENTE PERMANENTE;76;19629
2022;5;BPA-C;Média complexidade;9578560 - CEO 11 - Ceilândia;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);36;19686
2022;10;Eletivo;Média complexidade;0010510 - HUB;0409060089 - EXCISÃO TIPO I DO COLO UTERINO;1;21031
2022;12;BPA-C;Média complexidade;9778144 - Policlínica Asa Norte;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;26;21814
2022;3;BPA-C;Média complexidade;9578560 - CEO-Ceilândia II;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);2;19073
2022;2;Eletivo;Alta complexidade;0010499 - HRT;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;26;18648
2022;10;Eletivo;Média complexidade;2649527 - HAB;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;1;21069
2022;5;BPA-C;Média complexidade;9580816 - Cent. Espec. Saúde Mulher;0409060097 - EXERESE DE POLIPO DE UTERO;1;19688
2022;1;Eletivo;Média complexidade;9622918 - CEO-Taguatinga;0404020445 - CONTENÇÃO DE DENTES POR SPLINTAGEM;4;18551
2022;12;Eletivo;Média complexidade;3055450 - CBV;0405050291 - SUTURA DE CONJUNTIVA;37;21672
2022;3;BPA-C;Média complexidade;0010456 - HBDF;0404020623 - RETIRADA DE MATERIAL DE SÍNTESE ÓSSEA / DENTÁRIA;10;18863
2022;11;Urgência;Média complexidade;0010456 - HBDF;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;7;21256
2022;9;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020073 - CURETAGEM PERIAPICAL;47;20869
2022;8;Eletivo;Média complexidade;9548858 - Policlínica Núcleo Bandeirante;0409070122 - DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE;1;20551
2022;9;Eletivo;Média complexidade;0010510 - HUB;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;558;20729
2022;4;BPA-C;Atenção Básica;9622918 - CEO-Taguatinga;0414020120 - EXODONTIA DE DENTE DECÍDUO;17;19382
2022;8;BPA-C;Média complexidade;9778136 - CEO - Asa Norte;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);102;20639
2022;10;BPA-C;Média complexidade;0010456 - HBDF;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);23;20942
2022;9;Eletivo;Média complexidade;0010529 - HRPl;0408060352 - RETIRADA DE FIO OU PINO INTRA-ÓSSEO;1;20752
2022;9;Eletivo;Média complexidade;9622918 - CEO - Taguatinga;0404020445 - CONTENÇÃO DE DENTES POR SPLINTAGEM;7;20880
2022;4;Eletivo;Média complexidade;0010510 - HUB;0409040240 - VASECTOMIA;2;19259
2022;4;Eletivo;Alta complexidade;3224228 - Renal Care;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;7;19319
2022;1;BPA-C;Atenção Básica;7592477 - UPA Sobradinho;0414020120 - EXODONTIA DE DENTE DECÍDUO;3;18509
2022;1;BPA-C;Atenção Básica;0010545 - HRBz;0414020138 - EXODONTIA DE DENTE PERMANENTE;8;18456
2022;9;Eletivo;Alta complexidade;2779420 - Davita NEFRO Asa Sul;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;1;20787
2022;1;Eletivo;Média complexidade;3055450 - CBV;0405030045 - FOTOCOAGULACAO A LASER;9;18480
2022;8;BPA-C;Média complexidade;0010456 - HBDF;0405050305 - SUTURA DE CORNEA;1;20336
2022;4;Eletivo;Média complexidade;0010510 - HUB;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);6;19268
2022;7;BPA-C;Atenção Básica;0010499 - HRT;0414020138 - EXODONTIA DE DENTE PERMANENTE;9;20111
2022;8;Eletivo;Média complexidade;0010456 - HBDF;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;3;20347
2022;4;Urgência;Média complexidade;0010529 - HRPl;0408020202 - REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO;3;19272
2022;8;Eletivo;Média complexidade;3055450 - CBV;0405030096 - SUTURA DE ESCLERA;47;20498
2022;5;Eletivo;Alta complexidade;0010499 - HRT;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;20;19514
2022;5;BPA-C;Média complexidade;9764860 - CEO - Gama;0414020081 - ENXERTO GENGIVAL;1;19740
2022;4;Eletivo;Alta complexidade;2779420 - Soclimed;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;2;19305
2022;5;Eletivo;Média complexidade;0010456 - HBDF;0412050170 - TORACOCENTESE/DRENAGEM DE PLEURA;1;19477
2022;9;Eletivo;Média complexidade;0010456 - HBDF;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;41;20669
2022;7;Eletivo;Média complexidade;0010537 - HMIB;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;1;20160
2022;7;Eletivo;Média complexidade;0010456 - HBDF;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;10;20064
2022;8;Urgência;Média complexidade;0010529 - HRPl;0408050250 - REDUCAO INCRUENTA DE FRATURA OU LESAO FISARIA DO JOELHO;1;20464
2022;9;BPA-C;Média complexidade;0010464 - HRAN;0405010141 - SIMBLEFAROPLASTIA;3;20682
2022;7;BPA-C;Média complexidade;9621709 - Policlínica II Taguatinga;0406020140 - EXCISAO E SUTURA DE LINFANGIOMA / NEVUS;1;20252
2022;9;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;4;20909
2022;7;Eletivo;Alta complexidade;0010499 - HRT;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;5;20105
2022;4;Eletivo;Média complexidade;0010464 - HRAN;0409040240 - VASECTOMIA;10;19202
2022;1;BPA-C;Média complexidade;0010766 - CEO 712 912 Sul;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);22;18464
2022;8;Eletivo;Alta complexidade;0010499 - HRT;0418010013 - CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTIA DE POLITETRAFLUORETILENO (PTFE);1;20404
2022;2;BPA-C;Média complexidade;2645157 - HRL;0405050291 - SUTURA DE CONJUNTIVA;1;18726
2022;10;Urgência;Média complexidade;6708714 - UPA Tipo III Samambaia;0407040196 - PARACENTESE ABDOMINAL;1;21114
2022;8;Eletivo;Alta complexidade;0010510 - HUB;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;1;20429
2022;2;Eletivo;Alta complexidade;0010499 - HRT;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;17;18651
2022;1;Eletivo;Média complexidade;3055450 - CBV;0405030223 - REMOÇÃO DE ÓLEO DE SILICONE;13;18485
2022;2;Eletivo;Média complexidade;9621709 - Policlínica II Taguatinga;0407010254 - RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA;5;18793
2022;3;Eletivo;Média complexidade;9690719 - CEO-Sobradinho;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;4;19117
2022;5;Eletivo;Alta complexidade;7980221 - Visão Hosp. de Olhos;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;66;19663
2022;4;BPA-C;Média complexidade;9764860 - CEO - Gama;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;8;19421
2022;9;BPA-C;Atenção Básica;9690735 - CEO - Planaltina;0414020138 - EXODONTIA DE DENTE PERMANENTE;12;20891
